Sample_ID,Animal,Antibody,Treatment,Compartment,Perimeter,Area,Feret_diameter,N_particles_total,N_particles_within,Density
J2,GA2,GABA,Control,Microglia,1978.79212290759,100861.365,734.207770321181,3.0,3.0,29.7437973400419
J2,GA2,GABA,Control,Microglia,1645.32799539818,96273.045,630.416132407793,5.0,5.0,51.9356170774488
J2,GA2,GABA,Control,Microglia,849.49381805976,40778.21,301.335759577253,1.0,1.0,24.5229008335579
J2,GA2,GABA,Control,Microglia,3429.46128286602,228434.085,1454.5498444536,6.0,6.0,26.2657825341608
J2,GA2,GABA,Control,Microglia,3237.02319758239,221858.34,1365.76462467001,3.0,3.0,13.5221421020278
J2,GA2,GABA,Control,Microglia,2976.35939361854,312505.49,869.534519153783,9.0,9.0,28.7994940504885
J2,GA2,GABA,Control,Microglia,3331.19691338292,319083.655,1253.91942723606,5.0,5.0,15.6698719024013
J2,GA2,GABA,Control,Microglia,3490.16077745466,368736.005,1500.65804232677,8.0,8.0,21.6957386626782
J2,GA2,GABA,Control,Microglia,4893.24275464024,628752.905,1985.56094089303,5.0,5.0,7.95224954069993
J2,GA2,GABA,Control,Microglia,7774.2966455279,1698558.675,2264.63794015732,23.0,23.0,13.5408922508962
J2,GA2,GABA,Control,Microglia,2007.06736234306,91285.425,490.14227526301,2.0,2.0,21.9093026077274
J2,GA2,GABA,Control,Microglia,709.387023898698,22001.43,303.506326128468,0.0,0.0,0.0
J2,GA2,GABA,Control,Microglia,2896.4108904774,436034.995,1230.25300243487,4.0,4.0,9.17357562092006
J2,GA2,GABA,Control,Microglia,2589.96686895198,107831.57,1080.22464330342,9.0,9.0,83.463497749314
J2,GA2,GABA,Control,Microglia,2844.13797984353,364401.18,1027.41766580101,3.0,3.0,8.23268464717924
J2,GA2,GABA,Control,Microglia,2393.44383152351,172402.01,899.190624951128,0.0,0.0,0.0
J2,GA2,GABA,Control,Microglia,2045.04561936128,172565.36,827.700845716615,4.0,4.0,23.1796230715133
J2,GA2,GABA,Control,Microglia,,,,,,23.1472745387369
