folder,animal,treatment,antibody,compartment,image,image_normalized,profile_id,centroid_x,centroid_y,area_nm2,area_um2,n_particles,density
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv4.tif,Tv4.tif,26,1214.5054654052317,1471.5000239159485,231045.265,0.23104526500000003,7,30.297093515420016
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv5.tif,Tv5.tif,33,1365.466079756868,1424.1837976657748,201457.13500000004,0.20145713500000004,6,29.783010663782143
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv29.tif,Tv29.tif,21,1043.2050509283322,1123.5450281731369,1351345.5450000002,1.3513455450000003,65,48.100206672158
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv61.tif,Tv61.tif,41,1346.9138168240374,1315.4813681892858,344203.86,0.34420386,11,31.95780547028148
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv54.tif,Tv54.tif,37,1162.4549680947482,1175.9198532953624,328649.91500000004,0.328649915,19,57.812277237314966
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv49.tif,Tv49.tif,32,783.6598274727805,1766.0087865947717,471463.19,0.47146319,32,67.87380367913771
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv43.tif,Tv43.tif,29,1581.1194759912012,1483.0220732335424,375886.50000000006,0.37588650000000007,10,26.603775341758745
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv34.tif,Tv34.tif,22,1197.5367596016824,748.9629330588641,574869.79,0.57486979,30,52.185730615623406
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv39.tif,Tv39.tif,25,1278.3488611004668,902.4101643774833,449947.5749999999,0.4499475749999999,30,66.67443423825544
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv44.tif,Tv44.tif,30,1118.4998406375032,907.0617748537895,602611.4600000002,0.6026114600000002,30,49.78332141244043
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv11.tif,Tv11.tif,7,1265.3551518187426,1059.4374152281137,282617.28,0.28261728,9,31.845186536364654
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv2.tif,Tv2.tif,15,1353.7146284840003,1176.2265435230515,227764.955,0.227764955,11,48.29540172235891
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv53.tif,Tv53.tif,36,831.7147686342844,1123.5855247330942,480506.73000000004,0.48050673000000005,15,31.217044556274995
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv52.tif,Tv52.tif,35,1259.476410039826,1278.6551329448635,197684.96,0.19768496,9,45.52698394455501
E2 iba glut GA2 hippo,GA2,Control,GLUT,microglia,Tv24.tif,Tv24.tif,18,1364.8289208247793,849.6892885834154,74555.965,0.074555965,6,80.47645818815435
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv52.a.a.tif,Tv52.tif,72,1923.2176838332177,870.8197638816703,138516.565,0.138516565,3,21.658059453033648
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv40.a.a.tif,Tv40.tif,64,2123.356595075733,104.29091127964365,56958.32999999997,0.056958329999999974,5,87.78347258425593
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv2.a.a.tif,Tv2.tif,53,1818.532049321191,568.4220140054331,130139.73500000003,0.13013973500000003,6,46.104289362507146
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv47.a.a.tif,Tv47.tif,70,523.1884434399024,1356.564560135613,127412.39500000003,0.12741239500000004,5,39.24264982225629
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv24.a.a.tif,Tv24.tif,55,1051.543465717823,1222.6754280509533,224951.70500000005,0.22495170500000006,11,48.899384870188015
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv43.a.a.tif,Tv43.tif,69,2152.4297607182643,193.0058261236136,72236.395,0.07223639500000001,2,27.686874462658327
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv36.a.a.tif,Tv36.tif,60,1678.5260257288219,1200.582236356954,260618.87499999994,0.2606188749999999,23,88.25147449508408
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv34.a.a.tif,Tv34.tif,58,1454.545089634951,578.2381926404988,135081.97999999998,0.13508198,3,22.208735761794433
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv43.a.a.tif,Tv43.tif,68,517.8571686788079,235.418171443862,153745.02000000005,0.15374502000000004,12,78.05130858872695
E2 iba glut GA2 hippo,GA2,Control,GLUT,gaba_terminal,Tv54.a.a.tif,Tv54.tif,73,1911.488419807646,1602.7771763764363,56949.86000000002,0.056949860000000026,2,35.118611353917274
